ZipCode,State,Long,County,PlaceName,Lat
96737,HI,-155.7258,Hawaii,Ocean View,19.1002
97134,OR,-123.965,Tillamook,Oceanside,45.4549
63701,MO,-89.5459,Cape Girardeau,Cape Girardeau,37.3169
88250,NM,-104.7299,Eddy,Hope,32.8156
64444,MO,-94.6352,Platte,Edgerton,39.4742
15450,PA,-79.9754,Fayette,La Belle,39.9983
94278,CA,-121.4944,Sacramento,Sacramento,38.5816
97875,OR,-119.2116,Umatilla,Stanfield,45.786
68113,NE,-95.9404,Sarpy,Offutt Afb,41.2563
61536,IL,-89.7952,Peoria,Hanna City,40.6798
96837,HI,-157.8633,Honolulu,Honolulu,21.315
93465,CA,-120.7107,San Luis Obispo,Templeton,35.5551
92807,CA,-117.7858,Orange,Anaheim,33.8544
29936,SC,-80.9804,Jasper,Ridgeland,32.4807
45646,OH,-83.3283,Pike,Latham,39.0804
98119,WA,-122.3643,King,Seattle,47.6379
18660,PA,-76.0857,Luzerne,Wapwallopen,41.068
45769,OH,-82.0331,Meigs,Pomeroy,39.0607
72450,AR,-90.5251,Greene,Paragould,36.06
14058,NY,-78.1704,Genesee,Elba,43.0897
16023,PA,-79.76,Butler,Cabot,40.7924
38041,TN,-89.6962,Lauderdale,Henning,35.6593
38754,MS,-90.604,Humphreys,Isola,33.2471
12592,NY,-73.5544,Dutchess,Wassaic,41.7759
74761,OK,-95.2022,Choctaw,Swink,34.0179
33862,FL,-81.3629,Highlands,Lake Placid,27.2931
55329,MN,-94.6039,Meeker,Eden Valley,45.302
28692,NC,-81.7652,Watauga,Vilas,36.2574
56563,MN,-96.7695,Clay,Moorhead,46.8739
95913,CA,-122.1927,Glenn,Artois,39.6197
62794,IL,-89.606,Sangamon,Springfield,39.7495
4022,ME,-70.7924,Oxford,Denmark,43.9755
71748,AR,-92.4246,Dallas,Ivan,33.9118
76908,TX,-100.4022,Tom Green,Goodfellow Afb,31.4321
73083,OK,-97.4654,Oklahoma,Edmond,35.6665
85376,AZ,-112.3413,Maricopa,Sun City West,33.662
38769,MS,-90.9923,Bolivar,Rosedale,33.8432
71461,LA,-93.2716,Vernon,New Llano,31.1149
34637,FL,-82.4625,Pasco,Land O Lakes,28.2782
80479,CO,-106.8081,Routt,Toponas,40.0603
80236,CO,-105.0376,Denver,Denver,39.6535
51536,IA,-95.3445,Pottawattamie,Hancock,41.3832
88124,NM,-103.6325,Curry,Melrose,34.4479
37755,TN,-84.5381,Scott,Helenwood,36.4329
37769,TN,-84.1386,Anderson,Lake City,36.2032
74631,OK,-97.2867,Kay,Blackwell,36.8006
61108,IL,-89.0235,Winnebago,Rockford,42.2514
25514,WV,-82.5541,Wayne,Fort Gay,38.1335
51531,IA,-95.07,Shelby,Elk Horn,41.5829
35754,AL,-86.6129,Morgan,Laceys Spring,34.4996
56473,MN,-94.4895,Cass,Pillager,46.3607
25570,WV,-82.4339,Wayne,Wayne,38.2258
30019,GA,-83.8795,Gwinnett,Dacula,33.9883
39083,MS,-90.4051,Copiah,Hazlehurst,31.8562
70662,LA,-93.017,Beauregard,Sugartown,30.8277
72741,AR,-94.1655,Washington,Johnson,36.1329
11055,NY,-73.6018,Nassau,Port Washington,40.7548
22432,VA,-76.3542,Northumberland,Burgess,37.8687
47305,IN,-85.3862,Delaware,Muncie,40.1933
51244,IA,-95.9353,Sioux,Matlock,43.2439
47435,IN,-86.2302,Brown,Helmsburg,39.1963
20620,MD,-76.521,St. Mary's,Callaway,38.2275
46111,IN,-86.3701,Morgan,Brooklyn,39.5396
71466,LA,-92.7392,Rapides,Otis,31.2077
22555,VA,-77.4083,Stafford,Stafford,38.4221
40075,KY,-85.1019,Henry,Turners Station,38.5521
50252,IA,-93.301,Marion,Swan,41.4636
83414,WY,-110.9492,Teton,Alta,43.8886
60204,IL,-87.6901,Cook,Evanston,42.0411
14729,NY,-78.7432,Cattaraugus,East Otto,42.3971
95436,CA,-122.9042,Sonoma,Forestville,38.4923
41073,KY,-84.4787,Campbell,Bellevue,39.1024
45115,OH,-83.6995,Brown,Decatur,38.8237
49752,MI,-84.5148,Chippewa,Kinross,46.275
56029,MN,-93.4824,Freeborn,Emmons,43.5089
30368,GA,-84.4741,Fulton,Atlanta,33.8444
36521,AL,-88.1311,Mobile,Chunchula,30.9912
53952,WI,-89.5632,Marquette,Oxford,43.7799
37701,TN,-83.9809,Blount,Alcoa,35.7852
94507,CA,-122.0229,Contra Costa,Alamo,37.8537
49094,MI,-85.1356,Branch,Union City,42.0551
41749,KY,-83.4169,Leslie,Hyden,37.1877
24528,VA,-78.9227,Campbell,Brookneal,37.0827
1585,MA,-72.1511,Worcester,West Brookfield,42.2441
90221,CA,-118.2168,Los Angeles,Compton,33.8796
13628,NY,-75.6838,Jefferson,Deferiet,44.0356
33836,FL,-81.6316,Polk,Davenport,28.1672
98160,WA,-122.3321,King,Seattle,47.6062
16640,PA,-78.5523,Cambria,Flinton,40.6876
2638,MA,-70.1911,Barnstable,Dennis,41.7322
22711,VA,-78.2678,Madison,Banco,38.4285
7626,NJ,-73.9652,Bergen,Cresskill,40.9418
70062,LA,-90.2479,Jefferson Parish,Kenner,29.9912
47436,IN,-86.3703,Lawrence,Heltonville,38.948
74354,OK,-94.8719,Ottawa,Miami,36.8764
98012,WA,-122.1972,Snohomish,Bothell,47.8401
65284,MO,-92.2953,Boone,Sturgeon,39.2057
67151,KS,-97.2361,Harvey,Walton,38.1239
20837,MD,-77.4067,Montgomery,Poolesville,39.1386
38746,MS,-90.9319,Bolivar,Gunnison,33.9439
75238,TX,-96.708,Dallas,Dallas,32.877
92160,CA,-117.1573,San Diego,San Diego,32.7153
93035,CA,-119.216,Ventura,Oxnard,34.1822
56561,MN,-96.7695,Clay,Moorhead,46.8739
44230,OH,-81.6848,Wayne,Doylestown,40.965
45061,OH,-84.6483,Butler,Ross,39.3124
35634,AL,-87.6136,Lauderdale,Florence,34.9186
79356,TX,-101.3922,Garza,Post,33.2017
56521,MN,-95.944,Becker,Callaway,47.0076
38187,TN,-89.9715,Shelby,Memphis,35.2017
68455,NE,-95.9037,Cass,Union,40.8245
5406,VT,-73.0825,Chittenden,Burlington,44.4421
38866,MS,-88.6674,Lee,Saltillo,34.3831
1752,MA,-71.5434,Middlesex,Marlborough,42.3509
12440,NY,-74.1311,Ulster,High Falls,41.8167
19137,PA,-75.0727,Philadelphia,Philadelphia,40.0008
24093,VA,-80.8634,Giles,Glen Lyn,37.3669
47579,IN,-86.9286,Spencer,Santa Claus,38.1176
96162,CA,-120.1833,Nevada,Truckee,39.328
25025,WV,-81.4052,Kanawha,Blount,38.3121
77059,TX,-95.1134,Harris,Houston,29.5975
23464,VA,-76.1759,Virginia Beach (city),Virginia Beach,36.7978
19047,PA,-74.9104,Bucks,Langhorne,40.1813
30510,GA,-83.602,Habersham,Alto,34.4591
96817,HI,-157.8615,Honolulu,Honolulu,21.3295
33957,FL,-82.0868,Lee,Sanibel,26.4514
24250,VA,-82.6102,Scott,Fort Blackmore,36.7438
18324,PA,-75.0132,Pike,Bushkill,41.1285
58703,ND,-101.3156,Ward,Minot,48.3306
92266,CA,-114.7355,Imperial,Palo Verde,33.3696
14141,NY,-78.6847,Erie,Springville,42.52
61940,IL,-87.7955,Edgar,Metcalf,39.8008
56186,MN,-96.1192,Pipestone,Woodstock,43.9873
93656,CA,-119.872,Fresno,Riverdale,36.4295
14841,NY,-76.8786,Schuyler,Hector,42.4966
2806,RI,-71.3175,Bristol,Barrington,41.7443
20241,DC,-77.0146,District of Columbia,Washington,38.8933
58061,ND,-96.8762,Richland,Mooreton,46.2686
85610,AZ,-109.6193,Cochise,Elfrida,31.7139
15856,PA,-78.6577,Clearfield,Rockton,41.0806
12436,NY,-74.1023,Greene,Haines Falls,42.1955
25315,WV,-81.5536,Kanawha,Charleston,38.2351
23288,VA,-77.398,Henrico,Henrico,37.4638
97377,OR,-123.1065,Linn,Shedd,44.453
80124,CO,-104.8863,Douglas,Lone Tree,39.5517
95490,CA,-123.3679,Mendocino,Willits,39.4493
93626,CA,-119.6807,Fresno,Friant,37.0422
72126,AR,-92.8472,Perry,Perryville,34.9701
19139,PA,-75.2303,Philadelphia,Philadelphia,39.9612
85619,AZ,-110.7605,Pima,Mount Lemmon,32.3763
95131,CA,-121.88,Santa Clara,San Jose,37.3864
63032,MO,-90.4271,St. Louis,Florissant,38.6383
60602,IL,-87.6321,Cook,Chicago,41.8829
48244,MI,-83.1508,Wayne,Detroit,42.2399
11756,NY,-73.5166,Nassau,Levittown,40.7254
68665,NE,-98.3715,Greeley,Spalding,41.6874
94132,CA,-122.4754,City and County of San Francisco,San Francisco,37.7211
37317,TN,-84.3748,Polk,Copperhill,35.0207
8840,NJ,-74.3517,Middlesex,Metuchen,40.5449
24566,VA,-79.2783,Pittsylvania,Keeling,36.7156
78768,TX,-97.7431,Travis,Austin,30.2672
60119,IL,-88.4611,Kane,Elburn,41.8824
30006,GA,-84.5499,Cobb,Marietta,33.9526
41859,KY,-82.7836,Knott,Dema,37.3976
17847,PA,-76.8398,Northumberland,Milton,41.0168
92602,CA,-117.7467,Orange,Irvine,33.7419
6512,CT,-72.9282,New Haven,New Haven,41.3082
55418,MN,-93.2401,Hennepin,Minneapolis,45.0192
52066,IA,-90.9518,Clayton,North Buena Vista,42.6783
45033,OH,-84.7627,Hamilton,Hooven,39.1773
72419,AR,-90.3358,Craighead,Caraway,35.759
65570,MO,-92.0909,Texas,Success,37.4626
68735,NE,-98.3981,Holt,Ewing,42.1851
47854,IN,-87.4041,Vermillion,Hillsdale,39.7712
44444,OH,-80.9701,Trumbull,Newton Falls,41.191
81131,CO,-105.6879,Saguache,Crestone,37.953
93670,CA,-119.2594,Tulare,Yettem,36.4718
58758,ND,-100.1225,Sheridan,Martin,47.7781
97833,OR,-117.9756,Baker,Haines,44.8776
33158,FL,-80.3187,Miami-Dade,Miami,25.6364
55101,MN,-93.0902,Ramsey,Saint Paul,44.9512
98195,WA,-122.3048,King,Seattle,47.6564
52310,IA,-91.1989,Jones,Monticello,42.2326
31698,GA,-83.2878,Lowndes,Valdosta,30.8485
75439,TX,-96.2735,Fannin,Ector,33.5819
75041,TX,-96.6411,Dallas,Garland,32.8794
66937,KS,-97.2611,Washington,Clifton,39.6201
49088,MI,-85.4685,Kalamazoo,Scotts,42.1819
83116,WY,-110.54,Lincoln,Diamondville,41.7839
27826,NC,-76.2318,Hyde,Fairfield,35.5659
72842,AR,-93.5955,Yell,Havana,35.0832
46350,IN,-86.7077,LaPorte,La Porte,41.5994
37729,TN,-84.0454,Campbell,Duff,36.5086
42444,KY,-87.6439,Webster,Poole,37.641
12405,NY,-74.0857,Greene,Acra,42.3304
11005,NY,-73.7182,Queens,Floral Park,40.7571
29342,SC,-81.6524,Cherokee,Gaffney,34.9963
45854,OH,-83.9499,Allen,Lafayette,40.7582
33913,FL,-81.7065,Lee,Fort Myers,26.5228
30161,GA,-85.1465,Floyd,Rome,34.2507
10960,NY,-73.9252,Rockland,Nyack,41.0914
31058,GA,-84.3999,Taylor,Mauk,32.509
39819,GA,-84.569,Decatur,Bainbridge,30.9039
98614,WA,-123.9454,Pacific,Chinook,46.2729
59729,MT,-111.687,Madison,Ennis,45.3545
31033,GA,-83.4312,Jones,Haddock,33.0519
25630,WV,-81.7148,Logan,Lorado,37.7957
42206,KY,-86.7198,Logan,Auburn,36.8818
54701,WI,-91.4877,Eau Claire,Eau Claire,44.784
40729,KY,-84.138,Laurel,East Bernstadt,37.2488
33637,FL,-82.3659,Hillsborough,Tampa,28.0338
78257,TX,-98.6137,Bexar,San Antonio,29.6495
99155,WA,-119.0094,Okanogan,Nespelem,48.1434
34264,FL,-82.5462,Manatee,Oneco,27.4475
65261,MO,-92.9302,Chariton,Keytesville,39.4794
38820,MS,-89.0328,Pontotoc,Algoma,34.1715
17748,PA,-77.37,Clinton,Mc Elhattan,41.1355
45327,OH,-84.3764,Montgomery,Germantown,39.6244
61801,IL,-88.2036,Champaign,Urbana,40.1095
59253,MT,-105.8006,Daniels,Peerless,48.7808
59732,MT,-112.6906,Beaverhead,Glen,45.4766
12770,NY,-74.841,Sullivan,Pond Eddy,41.4511
70166,LA,-90.0751,Orleans,New Orleans,29.9546
62985,IL,-88.7551,Johnson,Simpson,37.4673
32277,FL,-81.5864,Duval,Jacksonville,30.3704
80807,CO,-102.2583,Kit Carson,Burlington,39.3106
50478,IA,-93.7517,Winnebago,Thompson,43.3875
74051,OK,-95.9691,Washington,Ochelata,36.5947
85281,AZ,-111.9261,Maricopa,Tempe,33.4227
98433,WA,-122.5891,Pierce,Tacoma,47.1125
71447,LA,-92.8312,Rapides,Lena,31.4207
26285,WV,-79.9656,Randolph,Norton,38.9318
97308,OR,-123.0351,Marion,Salem,44.9429
30081,GA,-84.7106,Cobb,Smyrna,33.8588
63441,MO,-91.3031,Pike,Frankford,39.4892
34101,FL,-81.796,Collier,Naples,26.1423
8650,NJ,-74.712,Mercer,Trenton,40.2805
55318,MN,-93.6083,Carver,Chaska,44.8061
31062,GA,-83.2174,Baldwin,Milledgeville,33.0491
20814,MD,-77.1022,Montgomery,Bethesda,39.0003
12920,NY,-74.0741,Franklin,Chateaugay,44.9088
72469,AR,-91.2935,Lawrence,Strawberry,35.9673
84304,UT,-111.9982,Cache,Cache Junction,41.8169
79336,TX,-102.3676,Hockley,Levelland,33.5788
27207,NC,-79.3726,Chatham,Bear Creek,35.6129
80402,CO,-105.2211,Jefferson,Golden,39.7555
79316,TX,-102.2762,Terry,Brownfield,33.1698
59077,MT,-107.4856,Garfield,Sand Springs,47.1008
56115,MN,-95.8838,Lyon,Balaton,44.2253
39173,MS,-90.3628,Yazoo,Tinsley,32.7628
64020,MO,-93.5812,Lafayette,Concordia,38.9776
28075,NC,-80.6594,Cabarrus,Harrisburg,35.3247
63010,MO,-90.387,Jefferson,Arnold,38.4305
2718,MA,-71.0192,Bristol,East Taunton,41.8736
19608,PA,-76.0345,Berks,Reading,40.3113
12184,NY,-73.6683,Columbia,Valatie,42.4321
25266,WV,-81.1623,Roane,Newton,38.606
21093,MD,-76.6546,Baltimore,Lutherville Timonium,39.4332
1222,MA,-73.3202,Berkshire,Ashley Falls,42.0596
20074,DC,-77.0146,District of Columbia,Washington,38.8933
47683,IN,-87.3778,Gibson,Somerville,38.2764
97303,OR,-123.0167,Marion,Salem,44.9927
77878,TX,-96.4804,Burleson,Snook,30.4702
25076,WV,-81.9123,Logan,Ethel,37.8665
45404,OH,-84.1622,Montgomery,Dayton,39.7862
86343,AZ,-112.334,Yavapai,Crown King,34.2241
28543,NC,-77.3831,Onslow,Tarawa Terrace,34.7354
91423,CA,-118.4322,Los Angeles,Sherman Oaks,34.1526
54512,WI,-89.6325,Vilas,Boulder Junction,46.1112
20011,DC,-77.0203,District of Columbia,Washington,38.9518
52625,IA,-91.5745,Lee,Donnellson,40.6612
35285,AL,-86.9292,Jefferson,Birmingham,33.5446
84315,UT,-112.1364,Weber,Hooper,41.1668
35648,AL,-87.3935,Lauderdale,Lexington,34.9559
26559,WV,-80.1725,Marion,Barrackville,39.5052
60169,IL,-88.1065,Cook,Hoffman Estates,42.0493
92222,CA,-114.5619,Imperial,Bard,32.7822
33023,FL,-80.2153,Broward,Hollywood,25.9894
40068,KY,-85.2656,Henry,Smithfield,38.3933
39288,MS,-90.132,Rankin,Pearl,32.2746
4414,ME,-69.0423,Piscataquis,Brownville,45.3412
50078,IA,-92.865,Marshall,Ferguson,41.9374
41230,KY,-82.6056,Lawrence,Louisa,38.1043
17536,PA,-76.0933,Lancaster,Kirkwood,39.8257
11351,NY,-73.8317,Queens,Flushing,40.7817
79934,TX,-106.4073,El Paso,El Paso,31.9386
12804,NY,-73.6818,Warren,Queensbury,43.329
58257,ND,-97.3176,Traill,Mayville,47.5014
40927,KY,-83.0414,Harlan,Closplint,36.8713
29404,SC,-80.0686,Charleston,Charleston Afb,32.8982
82838,WY,-107.3254,Sheridan,Parkman,44.965
98382,WA,-123.1198,Clallam,Sequim,48.0881
18439,PA,-75.3838,Wayne,Lakewood,41.8171
83842,ID,-116.5683,Kootenai,Medimont,47.4625
45891,OH,-84.5904,Van Wert,Van Wert,40.8689
80248,CO,-104.9847,Denver,Denver,39.7392
28771,NC,-83.7888,Graham,Robbinsville,35.3259
4841,ME,-69.1139,Knox,Rockland,44.1123
50167,IA,-94.015,Dallas,Minburn,41.7562
33186,FL,-80.4085,Miami-Dade,Miami,25.6694
45044,OH,-84.3983,Butler,Middletown,39.5151
93386,CA,-118.9052,Kern,Bakersfield,35.2944
58318,ND,-100.4329,Bottineau,Bottineau,48.8451
75960,TX,-94.8544,Polk,Moscow,30.9179
91394,CA,-118.5231,Los Angeles,Granada Hills,34.2647
68714,NE,-99.5387,Rock,Bassett,42.5763
34603,FL,-82.4165,Hernando,Brooksville,28.5642
6354,CT,-71.885,Windham,Moosup,41.721
32658,FL,-82.4048,Alachua,La Crosse,29.8433
25303,WV,-81.6996,Kanawha,South Charleston,38.3684
40946,KY,-83.83,Knox,Green Road,36.8713
84008,UT,-109.1773,Uintah,Bonanza,40.0211
63117,MO,-90.3342,St. Louis,Saint Louis,38.6295
72168,AR,-91.9163,Jefferson,Tucker,34.4414
64166,MO,-94.5199,Clay,Kansas City,39.3294
99754,AK,-157.7008,Yukon-Koyukuk (CA),Koyukuk,64.8803
5640,VT,-72.5046,Washington,Adamant,44.3575
20470,DC,-77.0146,District of Columbia,Washington,38.8933
81244,CO,-105.1639,Fremont,Rockvale,38.3697
20138,VA,-77.6869,Fauquier,Calverton,38.6338
2842,RI,-71.2731,Newport,Middletown,41.5198
28010,NC,-80.8991,Iredell,Barium Springs,35.7192
55705,MN,-92.2415,St. Louis,Aurora,47.4951
90030,CA,-118.2437,Los Angeles,Los Angeles,34.0522
27805,NC,-77.1141,Bertie,Aulander,36.1475
30024,GA,-84.0262,Gwinnett,Suwanee,34.0425
68445,NE,-97.0806,Saline,Swanton,40.3844
73666,OK,-99.9006,Roger Mills,Sweetwater,35.4488
56547,MN,-96.5583,Clay,Glyndon,46.882
94522,CA,-122.0311,Contra Costa,Concord,37.978
33206,FL,-80.1937,Miami-Dade,Miami,25.7743
22603,VA,-78.1989,Frederick,Winchester,39.264
90223,CA,-118.2201,Los Angeles,Compton,33.8958
80108,CO,-104.853,Douglas,Castle Rock,39.4455
48555,MI,-83.7108,Genesee,Flint,43.0113
48067,MI,-83.1366,Oakland,Royal Oak,42.4906
78013,TX,-98.905,Kendall,Comfort,29.9677
6763,CT,-73.1765,Litchfield,Morris,41.6881
29860,SC,-81.9748,Aiken,North Augusta,33.6028
50123,IA,-93.5101,Wayne,Humeston,40.8469
30078,GA,-84.0081,Gwinnett,Snellville,33.8635
51570,IA,-95.4469,Pottawattamie,Shelby,41.5339
65583,MO,-92.2105,Pulaski,Waynesville,37.7676
77009,TX,-95.3675,Harris,Houston,29.7936
13763,NY,-76.0494,Broome,Endicott,42.0984
72427,AR,-90.9428,Craighead,Egypt,35.864
34958,FL,-80.2246,Martin,Jensen Beach,27.2424
53274,WI,-87.9065,Milwaukee,Milwaukee,43.0389
15329,PA,-80.2613,Washington,Prosperity,40.0224
43901,OH,-80.8815,Jefferson,Adena,40.2126
1247,MA,-73.08,Berkshire,North Adams,42.6955
69212,NE,-100.7735,Cherry,Crookston,42.9255
49725,MI,-83.9396,Chippewa,De Tour Village,45.9939
4933,ME,-69.2225,Penobscot,East Newport,44.8209
10119,NY,-73.9772,New York,New York,40.7808
20425,DC,-77.0146,District of Columbia,Washington,38.8933
75903,TX,-94.5676,Angelina,Lufkin,31.2766
92109,CA,-117.2405,San Diego,San Diego,32.7969
23038,VA,-78.1794,Goochland,Columbia,37.7147
79563,TX,-99.8684,Taylor,Tye,32.4477
96825,HI,-157.6985,Honolulu,Honolulu,21.2987
54226,WI,-87.4793,Door,Maplewood,44.7475
26385,WV,-80.3777,Harrison,Lost Creek,39.1725
67544,KS,-98.7565,Barton,Hoisington,38.4789
85624,AZ,-110.6968,Santa Cruz,Patagonia,31.5353
76240,TX,-97.1583,Cooke,Gainesville,33.6547
63052,MO,-90.4381,Jefferson,Imperial,38.4069
53581,WI,-90.4302,Richland,Richland Center,43.3661
88231,NM,-103.1594,Lea,Eunice,32.4392
97077,OR,-122.8037,Washington,Beaverton,45.4871
21014,MD,-76.3564,Harford,Bel Air,39.5394
82401,WY,-107.9563,Washakie,Worland,44.0138
54656,WI,-90.8146,Monroe,Sparta,43.954
41773,KY,-83.0658,Perry,Vicco,37.202
60661,IL,-87.643,Cook,Chicago,41.8814
59722,MT,-112.7476,Powell,Deer Lodge,46.3881
97038,OR,-122.5756,Clackamas,Molalla,45.1223
3073,NH,-71.2206,Rockingham,North Salem,42.837
3851,NH,-71.0114,Strafford,Milton,43.4229
50206,IA,-93.1753,Hardin,New Providence,42.2693
98481,WA,-122.4443,Pierce,Tacoma,47.2529
93621,CA,-119.0899,Fresno,Dunlap,36.7446
72167,AR,-92.6547,Saline,Traskwood,34.4508
3885,NH,-70.8997,Rockingham,Stratham,43.0194
14807,NY,-77.6918,Steuben,Arkport,42.4225
49826,MI,-87.0332,Alger,Rumely,46.3483
97702,OR,-121.2985,Deschutes,Bend,44.0223
55814,MN,-92.1066,St. Louis,Duluth,46.7833
99756,AK,-150.6339,Yukon-Koyukuk (CA),Manley Hot Springs,65.0011
32211,FL,-81.5882,Duval,Jacksonville,30.348
22727,VA,-78.2976,Madison,Madison,38.37
75231,TX,-96.7495,Dallas,Dallas,32.8756
54660,WI,-90.4733,Monroe,Tomah,43.9838
96135,CA,-120.1783,Plumas,Vinton,39.8043
91723,CA,-117.8843,Los Angeles,Covina,34.086
21221,MD,-76.4533,Baltimore,Essex,39.3086
4003,ME,-69.9952,Cumberland,Bailey Island,43.7341
72366,AR,-90.9413,Phillips,Marvell,34.5485
28610,NC,-81.1297,Catawba,Claremont,35.7211
55327,MN,-93.4668,Hennepin,Dayton,45.1982
56339,MN,-95.7955,Grant,Hoffman,45.8233
71425,LA,-91.8751,Catahoula,Enterprise,31.9064
11739,NY,-73.1607,Suffolk,Great River,40.7297
92165,CA,-117.1573,San Diego,San Diego,32.7153
78538,TX,-97.9622,Hidalgo,Edcouch,26.3328
33039,FL,-80.3997,Miami-Dade,Homestead,25.5021
24622,VA,-81.7956,Tazewell,Jewell Ridge,37.2094
76476,TX,-97.8802,Hood,Tolar,32.3772
4945,ME,-70.2492,Somerset,Jackman,45.6351
79240,TX,-100.7674,Donley,Lelia Lake,34.8843
42419,KY,-87.5991,Henderson,Henderson,37.8072
83872,ID,-116.9732,Latah,Viola,46.8583
55769,MN,-93.2168,Itasca,Nashwauk,47.42
92203,CA,-116.2676,Riverside,Indio,33.7532
23359,VA,-75.6041,Accomack,Hallwood,37.8837
89424,NV,-119.3605,Washoe,Nixon,39.8272
48012,MI,-83.2113,Oakland,Birmingham,42.5467
94293,CA,-121.4944,Sacramento,Sacramento,38.5816
15639,PA,-79.5824,Westmoreland,Hunker,40.2149
57442,SD,-99.9766,Potter,Gettysburg,45.0259
22161,VA,-77.1872,Fairfax,Springfield,38.7893
70002,LA,-90.163,Jefferson Parish,Metairie,30.0098
69020,NE,-100.2908,Red Willow,Bartley,40.2581
23242,VA,-77.398,Henrico,Henrico,37.4638
5667,VT,-72.4224,Washington,Plainfield,44.2622
96814,HI,-157.8439,Honolulu,Honolulu,21.2998
30127,GA,-84.6859,Cobb,Powder Springs,33.9135
42154,KY,-85.6985,Metcalfe,Knob Lick,37.0556
94130,CA,-122.3693,City and County of San Francisco,San Francisco,37.8231
5744,VT,-73.079,Rutland,Florence,43.7093
84639,UT,-111.9438,Juab,Levan,39.5215
75050,TX,-97.0112,Dallas,Grand Prairie,32.7649
58224,ND,-97.9573,Nelson,Dahlen,48.1599
53784,WI,-89.3384,Dane,Madison,43.0489
56566,MN,-95.6283,Mahnomen,Naytahwaush,47.2601
72209,AR,-92.3529,Pulaski,Little Rock,34.6725
7040,NJ,-74.2656,Essex,Maplewood,40.7279
78664,TX,-97.668,Williamson,Round Rock,30.5145
16422,PA,-80.3178,Crawford,Harmonsburg,41.6609
55127,MN,-93.0875,Ramsey,Saint Paul,45.0803
54221,WI,-87.599,Manitowoc,Manitowoc,44.1323
75252,TX,-96.7921,Dallas,Dallas,32.9968
75692,TX,-94.1355,Harrison,Waskom,32.5184
43501,OH,-84.4355,Williams,Alvordton,41.6625
7013,NJ,-74.1711,Passaic,Clifton,40.8693
77234,TX,-95.4342,Harris,Houston,29.834
20113,VA,-77.4494,Manassas Park (city),Manassas,38.7709
6254,CT,-72.1425,New London,North Franklin,41.6161
61846,IL,-87.6365,Vermilion,Georgetown,39.9792
8074,NJ,-75.1681,Gloucester,Richwood,39.7206
47974,IN,-87.4648,Vermillion,Perrysville,40.0737
47282,IN,-85.6094,Jennings,Vernon,38.9848
76305,TX,-98.3938,Wichita,Wichita Falls,33.9995
54566,WI,-88.6625,Forest,Wabeno,45.4332
83611,ID,-115.6417,Valley,Cascade,44.6927
57213,SD,-96.5416,Deuel,Astoria,44.5735
56738,MN,-96.255,Marshall,Newfolden,48.2895
70739,LA,-90.9705,East Baton Rouge Parish,Greenwell Springs,30.5984
99256,WA,-117.4317,Spokane,Spokane,47.6536
94172,CA,-122.4194,City and County of San Francisco,San Francisco,37.7749
20697,MD,-76.8777,Prince George's,Southern Md Facility,38.8336
90255,CA,-118.2161,Los Angeles,Huntington Park,33.9769
25676,WV,-82.108,Mingo,Lenore,37.7431
48430,MI,-83.7294,Genesee,Fenton,42.7851
27413,NC,-79.792,Guilford,Greensboro,36.0726
38923,MS,-89.9915,Carroll,Coila,33.3731
50026,IA,-94.4415,Guthrie,Bagley,41.8341
41262,KY,-82.5971,Martin,Tomahawk,37.8687
92339,CA,-116.9362,San Bernardino,Forest Falls,34.0937
62052,IL,-90.3338,Jersey,Jerseyville,39.1213
15242,PA,-80.0248,Allegheny,Pittsburgh,40.4344
30180,GA,-84.9297,Carroll,Villa Rica,33.7173
43935,OH,-80.7361,Belmont,Martins Ferry,40.1036
21762,MD,-77.2468,Frederick,Libertytown,39.4822
54765,WI,-91.6998,Dunn,Sand Creek,45.1429
70803,LA,-91.1868,East Baton Rouge Parish,Baton Rouge,30.405
90087,CA,-118.2437,Los Angeles,Los Angeles,34.0522
30220,GA,-84.835,Coweta,Grantville,33.2473
21090,MD,-76.6681,Anne Arundel,Linthicum Heights,39.2092
72937,AR,-94.3983,Sebastian,Hackett,35.1945
8001,NJ,-75.3506,Salem,Alloway,39.5591
83303,ID,-114.4609,Twin Falls,Twin Falls,42.563
27340,NC,-79.3297,Alamance,Saxapahaw,35.9488
18801,PA,-75.8821,Susquehanna,Montrose,41.8396
62351,IL,-91.2899,Adams,Mendon,40.0857
77971,TX,-96.4793,Jackson,Lolita,28.7724
73741,OK,-98.2778,Alfalfa,Helena,36.5438
75702,TX,-95.3117,Smith,Tyler,32.362
13804,NY,-75.3739,Delaware,Masonville,42.2102
16116,PA,-80.4632,Lawrence,Edinburg,41.0276
77258,TX,-95.4342,Harris,Houston,29.834
27668,NC,-78.6253,Wake,Raleigh,35.7977
20058,DC,-77.0146,District of Columbia,Washington,38.8933
64114,MO,-94.5959,Jackson,Kansas City,38.9621
88905,NV,-114.9721,Clark,The Lakes,35.9279
83466,ID,-114.0419,Lemhi,North Fork,45.4242
45042,OH,-84.3896,Butler,Middletown,39.5321
44210,OH,-81.6362,Summit,Bath,41.1889
16057,PA,-80.0468,Butler,Slippery Rock,41.0454
33239,FL,-80.13,Miami-Dade,Miami Beach,25.7907
19493,PA,-75.4696,Chester,Valley Forge,40.0971
43772,OH,-81.558,Guernsey,Pleasant City,39.9095
14869,NY,-76.7717,Schuyler,Odessa,42.3609
